Type_logement,Nombre_pieces,Etages, Surface_Reelle, Annee_Construction, DP_consommation_reelle
"T5,""5"",""01"",""99"",""1966"",""156"""
"T4,""4"",""04"",""79"",""1966"",""156"""
"T4,""4"",""02"",""79"",""1966"",""156"""
"T5,""5"",""00"",""99"",""1966"",""156"""
"T4,""4"",""01"",""79"",""1966"",""156"""
"T5,""5"",""02"",""99"",""1966"",""156"""
"T5,""5"",""04"",""99"",""1966"",""156"""
"T5,""5"",""01"",""99"",""1966"",""156"""
"T4,""4"",""03"",""79"",""1966"",""156"""
"T5,""5"",""00"",""99"",""1966"",""156"""
"T4,""4"",""01"",""79"",""1966"",""156"""
"T4,""4"",""04"",""79"",""1966"",""156"""
"T5,""5"",""02"",""99"",""1966"",""156"""
"T5,""5"",""03"",""99"",""1966"",""156"""
"T5,""5"",""04"",""99"",""1966"",""156"""
"T4,""4"",""02"",""79"",""1966"",""156"""
"T5,""5"",""02"",""99"",""1966"",""156"""
"T5,""5"",""04"",""99"",""1966"",""156"""
"T5,""5"",""01"",""99"",""1966"",""156"""
"T4,""4"",""02"",""79"",""1966"",""156"""
"T4,""4"",""03"",""79"",""1966"",""156"""
"T4,""4"",""01"",""79"",""1966"",""156"""
"T5,""5"",""03"",""99"",""1966"",""156"""
"T4,""4"",""04"",""79"",""1966"",""156"""
"T5,""5"",""03"",""99"",""1966"",""156"""
"T5,""5"",""02"",""99"",""1966"",""156"""
"T5,""5"",""04"",""99"",""1966"",""156"""
"T4,""4"",""01"",""79"",""1966"",""156"""
"T5,""5"",""01"",""99"",""1966"",""156"""
"T4,""4"",""04"",""79"",""1966"",""156"""
"T4,""4"",""03"",""79"",""1966"",""156"""
"T4,""4"",""02"",""79"",""1966"",""156"""
"T3,""3"",""04"",""69"",""1967"",""156"""
"T4,""4"",""02"",""79"",""1967"",""156"""
"T3,""3"",""01"",""69"",""1967"",""156"""
"T4,""4"",""01"",""79"",""1967"",""156"""
"T3,""3"",""03"",""69"",""1967"",""156"""
"T4,""4"",""03"",""79"",""1967"",""156"""
"T4,""4"",""04"",""79"",""1967"",""156"""
"T3,""3"",""00"",""69"",""1967"",""156"""
"T3,""3"",""02"",""69"",""1967"",""156"""
"T3,""3"",""03"",""69"",""1967"",""156"""
"T3,""3"",""04"",""69"",""1967"",""156"""
"T4,""4"",""04"",""79"",""1967"",""156"""
"T3,""3"",""02"",""69"",""1967"",""156"""
"T4,""4"",""01"",""79"",""1967"",""156"""
"T4,""4"",""02"",""79"",""1967"",""156"""
"T4,""4"",""00"",""79"",""1967"",""156"""
"T4,""4"",""03"",""79"",""1967"",""156"""
"T3,""3"",""01"",""69"",""1967"",""156"""
"T3,""3"",""02"",""69"",""1967"",""156"""
"T3,""3"",""04"",""69"",""1967"",""156"""
"T4,""4"",""04"",""79"",""1967"",""156"""
"T4,""4"",""01"",""79"",""1967"",""156"""
"T4,""4"",""00"",""79"",""1967"",""156"""
"T4,""4"",""02"",""79"",""1967"",""156"""
"T3,""3"",""03"",""69"",""1967"",""156"""
"T3,""3"",""01"",""69"",""1967"",""156"""
"T4,""4"",""03"",""79"",""1967"",""156"""
"T5,""5"",""04"",""99"",""1967"",""156"""
"T5,""5"",""03"",""99"",""1967"",""156"""
"T4,""4"",""02"",""79"",""1967"",""156"""
"T4,""4"",""01"",""79"",""1967"",""156"""
"T5,""5"",""00"",""99"",""1967"",""156"""
"T4,""4"",""03"",""79"",""1967"",""156"""
"T4,""4"",""04"",""79"",""1967"",""156"""
"T5,""5"",""01"",""99"",""1967"",""156"""
"T5,""5"",""02"",""99"",""1967"",""156"""
"T4,""4"",""03"",""79"",""1967"",""156"""
"T4,""4"",""04"",""79"",""1967"",""156"""
"T3,""3"",""04"",""69"",""1967"",""156"""
"T4,""4"",""02"",""79"",""1967"",""156"""
"T3,""3"",""03"",""69"",""1967"",""156"""
"T3,""3"",""02"",""69"",""1967"",""156"""
"T4,""4"",""01"",""79"",""1967"",""156"""
"T3,""3"",""01"",""69"",""1967"",""156"""
"T3,""3"",""00"",""69"",""1967"",""156"""
"T4,""4"",""01"",""79"",""1967"",""156"""
"T4,""4"",""03"",""79"",""1967"",""156"""
"T4,""4"",""02"",""79"",""1967"",""156"""
"T5,""5"",""01"",""99"",""1967"",""156"""
"T4,""4"",""04"",""79"",""1967"",""156"""
"T5,""5"",""03"",""99"",""1967"",""156"""
"T5,""5"",""00"",""99"",""1967"",""156"""
"T5,""5"",""02"",""99"",""1967"",""156"""
"T5,""5"",""04"",""99"",""1967"",""156"""
"T4,""4"",""03"",""79"",""1967"",""156"""
"T3,""3"",""02"",""69"",""1967"",""156"""
"T3,""3"",""03"",""69"",""1967"",""156"""
"T3,""3"",""00"",""69"",""1967"",""156"""
"T4,""4"",""01"",""79"",""1967"",""156"""
"T3,""3"",""04"",""69"",""1967"",""156"""
"T4,""4"",""02"",""79"",""1967"",""156"""
"T4,""4"",""04"",""79"",""1967"",""156"""
"T3,""3"",""01"",""69"",""1967"",""156"""
"T5,""5"",""04"",""99"",""1967"",""156"""
"T4,""4"",""02"",""79"",""1967"",""156"""
"T5,""5"",""01"",""99"",""1967"",""156"""
"T4,""4"",""03"",""79"",""1967"",""156"""
"T5,""5"",""00"",""99"",""1967"",""156"""
"T5,""5"",""02"",""99"",""1967"",""156"""
"T4,""4"",""01"",""79"",""1967"",""156"""
"T5,""5"",""03"",""99"",""1967"",""156"""
"T4,""4"",""04"",""79"",""1967"",""156"""
"T4,""4"",""04"",""79"",""1967"",""156"""
"T3,""3"",""04"",""69"",""1967"",""156"""
"T3,""3"",""02"",""69"",""1967"",""156"""
"T3,""3"",""00"",""69"",""1967"",""156"""
"T3,""3"",""01"",""69"",""1967"",""156"""
"T4,""4"",""02"",""79"",""1967"",""156"""
"T3,""3"",""03"",""69"",""1967"",""156"""
"T4,""4"",""03"",""79"",""1967"",""156"""
"T4,""4"",""01"",""79"",""1967"",""156"""
"T4,""4"",""03"",""79"",""1967"",""156"""
"T4,""4"",""04"",""79"",""1967"",""156"""
"T3,""3"",""04"",""69"",""1967"",""156"""
"T3,""3"",""00"",""69"",""1967"",""156"""
"T3,""3"",""01"",""69"",""1967"",""156"""
"T3,""3"",""02"",""69"",""1967"",""156"""
"T3,""3"",""03"",""69"",""1967"",""156"""
"T4,""4"",""01"",""79"",""1967"",""156"""
"T4,""4"",""02"",""79"",""1967"",""156"""
"T3,""3"",""03"",""69"",""1967"",""156"""
"T4,""4"",""01"",""79"",""1967"",""156"""
"T3,""3"",""04"",""69"",""1967"",""156"""
"T3,""3"",""00"",""69"",""1967"",""156"""
"T4,""4"",""03"",""79"",""1967"",""156"""
"T4,""4"",""02"",""79"",""1967"",""156"""
"T3,""3"",""02"",""69"",""1967"",""156"""
"T4,""4"",""04"",""79"",""1967"",""156"""
"T3,""3"",""01"",""69"",""1967"",""156"""
"T4,""4"",""03"",""79"",""1967"",""156"""
"T4,""4"",""02"",""79"",""1967"",""156"""
"T3,""3"",""04"",""69"",""1967"",""156"""
"T4,""4"",""00"",""79"",""1967"",""156"""
"T4,""4"",""04"",""79"",""1967"",""156"""
"T4,""4"",""01"",""79"",""1967"",""156"""
"T3,""3"",""01"",""69"",""1967"",""156"""
"T3,""3"",""03"",""69"",""1967"",""156"""
"T3,""3"",""02"",""69"",""1967"",""156"""
"T3,""3"",""01"",""69"",""1967"",""156"""
"T4,""4"",""01"",""79"",""1967"",""156"""
"T4,""4"",""02"",""79"",""1967"",""156"""
"T3,""3"",""02"",""69"",""1967"",""156"""
"T3,""3"",""04"",""69"",""1967"",""156"""
"T3,""3"",""03"",""69"",""1967"",""156"""
"T4,""4"",""03"",""79"",""1967"",""156"""
"T4,""4"",""04"",""79"",""1967"",""156"""
"T3,""3"",""00"",""69"",""1967"",""156"""
"T3,""3"",""01"",""80"",""1967"",""156"""
"T3,""3"",""04"",""80"",""1967"",""156"""
"T3,""3"",""03"",""80"",""1967"",""156"""
"T3,""3"",""01"",""80"",""1967"",""156"""
"T3,""3"",""04"",""80"",""1967"",""156"""
"T3,""3"",""02"",""80"",""1967"",""156"""
"T3,""3"",""03"",""80"",""1967"",""156"""
"T3,""3"",""02"",""80"",""1967"",""156"""
"T3,""3"",""00"",""80"",""1967"",""156"""
"T4,""4"",""02"",""79"",""1967"",""156"""
"T4,""4"",""03"",""79"",""1967"",""156"""
"T4,""4"",""04"",""79"",""1967"",""156"""
"T3,""3"",""04"",""69"",""1967"",""156"""
"T3,""3"",""03"",""69"",""1967"",""156"""
"T3,""3"",""02"",""69"",""1967"",""156"""
"T3,""3"",""01"",""69"",""1967"",""156"""
"T4,""4"",""01"",""79"",""1967"",""156"""
"T3,""3"",""00"",""69"",""1967"",""156"""
"T4,""4"",""01"",""79"",""1967"",""156"""
"T3,""3"",""04"",""69"",""1967"",""156"""
"T3,""3"",""03"",""69"",""1967"",""156"""
"T4,""4"",""02"",""79"",""1967"",""156"""
"T4,""4"",""04"",""79"",""1967"",""156"""
"T3,""3"",""01"",""69"",""1967"",""156"""
"T3,""3"",""02"",""69"",""1967"",""156"""
"T3,""3"",""00"",""69"",""1967"",""156"""
"T4,""4"",""03"",""79"",""1967"",""156"""
"T4,""4"",""03"",""78"",""1970"",""156"""
"T5,""5"",""00"",""91"",""1970"",""156"""
"T3,""3"",""00"",""66"",""1970"",""156"""
"T4,""4"",""00"",""78"",""1970"",""156"""
"T4,""4"",""01"",""78"",""1970"",""156"""
"T4,""4"",""02"",""78"",""1970"",""156"""
"T3,""3"",""03"",""66"",""1970"",""156"""
"T5,""5"",""02"",""91"",""1970"",""156"""
"T3,""3"",""00"",""64"",""1970"",""156"""
"T3,""3"",""04"",""66"",""1970"",""156"""
"T3,""3"",""01"",""66"",""1970"",""156"""
"T5,""5"",""04"",""91"",""1970"",""156"""
"T4,""4"",""04"",""78"",""1970"",""156"""
"T5,""5"",""03"",""91"",""1970"",""156"""
"T4,""4"",""04"",""78"",""1970"",""156"""
"T4,""4"",""02"",""78"",""1970"",""156"""
"T4,""4"",""01"",""78"",""1970"",""156"""
"T5,""5"",""01"",""91"",""1970"",""156"""
"T4,""4"",""03"",""78"",""1970"",""156"""
"T3,""3"",""02"",""66"",""1970"",""156"""
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"T4,""4"",""01"",""78"",""1970"",""156"""
"T4,""4"",""03"",""78"",""1970"",""156"""
"T4,""4"",""01"",""78"",""1970"",""156"""
"T4,""4"",""00"",""78"",""1970"",""156"""
"T4,""4"",""04"",""78"",""1970"",""156"""
"T3,""3"",""00"",""64"",""1970"",""156"""
"T4,""4"",""04"",""78"",""1970"",""156"""
"T4,""4"",""03"",""78"",""1970"",""156"""
"T4,""4"",""01"",""78"",""1970"",""156"""
"T4,""4"",""01"",""78"",""1970"",""156"""
"T4,""4"",""02"",""78"",""1970"",""156"""
"T4,""4"",""00"",""78"",""1970"",""156"""
"T4,""4"",""03"",""78"",""1970"",""156"""
"T4,""4"",""04"",""78"",""1970"",""156"""
"T4,""4"",""04"",""78"",""1970"",""156"""
"T4,""4"",""03"",""78"",""1970"",""156"""
"T4,""4"",""02"",""78"",""1970"",""156"""
"T4,""4"",""02"",""78"",""1970"",""156"""
"T4,""4"",""00"",""78"",""1970"",""156"""
"T4,""4"",""02"",""78"",""1970"",""156"""
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"T4,""4"",""04"",""79"",""1966"",""156"""
"T3,""3"",""03"",""69"",""1966"",""156"""
"T3,""3"",""02"",""69"",""1966"",""156"""
"T3,""3"",""01"",""69"",""1966"",""156"""
"T3,""3"",""04"",""69"",""1966"",""156"""
"T4,""4"",""03"",""79"",""1966"",""156"""
"T4,""4"",""01"",""79"",""1966"",""156"""
"T3,""3"",""00"",""69"",""1966"",""156"""
"T4,""4"",""02"",""79"",""1966"",""156"""
"T3,""3"",""04"",""69"",""1966"",""156"""
"T3,""3"",""03"",""69"",""1966"",""156"""
"T4,""4"",""03"",""79"",""1966"",""156"""
"T4,""4"",""04"",""79"",""1966"",""156"""
"T3,""3"",""01"",""69"",""1966"",""156"""
"T4,""4"",""02"",""79"",""1966"",""156"""
"T4,""4"",""00"",""79"",""1966"",""156"""
"T3,""3"",""02"",""69"",""1966"",""156"""
"T4,""4"",""01"",""79"",""1966"",""156"""
"T2,""2"",""00"",""62"",""1966"",""156"""
"T2,""2"",""01"",""62"",""1966"",""156"""
"T3,""3"",""02"",""71"",""1966"",""156"""
"T3,""3"",""03"",""71"",""1966"",""156"""
"T3,""3"",""01"",""71"",""1966"",""156"""
"T2,""2"",""03"",""62"",""1966"",""156"""
"T2,""2"",""02"",""62"",""1966"",""156"""
"T2,""2"",""04"",""62"",""1966"",""156"""
"T3,""3"",""04"",""71"",""1966"",""156"""
"T5,""5"",""04"",""99"",""1966"",""156"""
"T4,""4"",""04"",""79"",""1966"",""156"""
"T5,""5"",""00"",""99"",""1966"",""156"""
"T4,""4"",""03"",""79"",""1966"",""156"""
"T5,""5"",""01"",""99"",""1966"",""156"""
"T5,""5"",""02"",""99"",""1966"",""156"""
"T4,""4"",""02"",""79"",""1966"",""156"""
"T5,""5"",""03"",""99"",""1966"",""156"""
"T4,""4"",""01"",""79"",""1966"",""156"""
"T4,""4"",""01"",""79"",""1966"",""156"""
"T4,""4"",""04"",""79"",""1966"",""156"""
"T5,""5"",""03"",""99"",""1966"",""156"""
"T5,""5"",""01"",""99"",""1966"",""156"""
"T4,""4"",""02"",""79"",""1966"",""156"""
"T5,""5"",""04"",""99"",""1966"",""156"""
"T4,""4"",""03"",""79"",""1966"",""156"""
"T5,""5"",""02"",""99"",""1966"",""156"""
"T5,""5"",""00"",""99"",""1966"",""156"""
"T5,""5"",""04"",""99"",""1966"",""156"""
"T5,""5"",""01"",""99"",""1966"",""156"""
"T4,""4"",""03"",""79"",""1966"",""156"""
"T4,""4"",""04"",""79"",""1966"",""156"""
"T5,""5"",""03"",""99"",""1966"",""156"""
"T5,""5"",""02"",""99"",""1966"",""156"""
"T5,""5"",""00"",""99"",""1966"",""156"""
"T4,""4"",""01"",""79"",""1966"",""156"""
"T4,""4"",""02"",""79"",""1966"",""156"""
"T4,""4"",""01"",""79"",""1966"",""156"""
"T4,""4"",""02"",""79"",""1966"",""156"""
"T3,""3"",""01"",""69"",""1966"",""156"""
"T3,""3"",""03"",""69"",""1966"",""156"""
"T3,""3"",""02"",""69"",""1966"",""156"""
"T3,""3"",""00"",""69"",""1966"",""156"""
"T4,""4"",""03"",""79"",""1966"",""156"""
"T3,""3"",""00"",""69"",""1966"",""156"""
"T4,""4"",""03"",""79"",""1966"",""156"""
"T3,""3"",""01"",""69"",""1966"",""156"""
"T4,""4"",""01"",""79"",""1966"",""156"""
"T3,""3"",""02"",""69"",""1966"",""156"""
"T3,""3"",""03"",""69"",""1966"",""156"""
"T4,""4"",""02"",""79"",""1966"",""156"""
"T4,""4"",""01"",""79"",""1966"",""156"""
"T3,""3"",""02"",""69"",""1966"",""156"""
"T4,""4"",""03"",""79"",""1966"",""156"""
"T3,""3"",""01"",""69"",""1966"",""156"""
"T3,""3"",""03"",""69"",""1966"",""156"""
"T4,""4"",""02"",""79"",""1966"",""156"""
"T3,""3"",""00"",""69"",""1966"",""156"""
"T2,""2"",""03"",""62"",""1966"",""156"""
"T3,""3"",""02"",""71"",""1966"",""156"""
"T3,""3"",""03"",""71"",""1966"",""156"""
"T2,""2"",""01"",""62"",""1966"",""156"""
"T2,""2"",""02"",""62"",""1966"",""156"""
"T2,""2"",""00"",""62"",""1966"",""156"""
"T3,""3"",""01"",""71"",""1966"",""156"""
"T4,""4"",""02"",""79"",""1966"",""156"""
"T4,""4"",""01"",""79"",""1966"",""156"""
"T4,""4"",""03"",""79"",""1966"",""156"""
"T3,""3"",""03"",""69"",""1966"",""156"""
"T3,""3"",""01"",""69"",""1966"",""156"""
"T3,""3"",""00"",""69"",""1966"",""156"""
"T3,""3"",""02"",""69"",""1966"",""156"""
"T4,""4"",""02"",""79"",""1966"",""156"""
"T3,""3"",""00"",""69"",""1966"",""156"""
"T4,""4"",""03"",""79"",""1966"",""156"""
"T3,""3"",""02"",""69"",""1966"",""156"""
"T3,""3"",""01"",""69"",""1966"",""156"""
"T3,""3"",""03"",""69"",""1966"",""156"""
"T4,""4"",""01"",""79"",""1966"",""156"""
"T4,""4"",""01"",""79"",""1966"",""156"""
"T3,""3"",""00"",""69"",""1966"",""156"""
"T3,""3"",""01"",""69"",""1966"",""156"""
"T4,""4"",""02"",""79"",""1966"",""156"""
"T4,""4"",""03"",""79"",""1966"",""156"""
"T3,""3"",""03"",""69"",""1966"",""156"""
"T3,""3"",""02"",""69"",""1966"",""156"""
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"T2,""2"",""02"",""62"",""1966"",""156"""
"T2,""2"",""01"",""62"",""1966"",""156"""
"T3,""3"",""04"",""71"",""1966"",""156"""
"T2,""2"",""00"",""62"",""1966"",""156"""
"T3,""3"",""01"",""71"",""1966"",""156"""
"T3,""3"",""02"",""71"",""1966"",""156"""
"T2,""2"",""03"",""62"",""1966"",""156"""
"T3,""3"",""03"",""71"",""1966"",""156"""
"T2,""2"",""04"",""62"",""1966"",""156"""
"T3,""3"",""03"",""69"",""1966"",""156"""
"T3,""3"",""01"",""69"",""1966"",""156"""
"T4,""4"",""03"",""79"",""1966"",""156"""
"T4,""4"",""04"",""79"",""1966"",""156"""
"T3,""3"",""02"",""69"",""1966"",""156"""
"T4,""4"",""01"",""79"",""1966"",""156"""
"T3,""3"",""04"",""69"",""1966"",""156"""
"T3,""3"",""00"",""69"",""1966"",""156"""
"T4,""4"",""02"",""79"",""1966"",""156"""
"T4,""4"",""04"",""79"",""1966"",""156"""
"T4,""4"",""03"",""79"",""1966"",""156"""
"T4,""4"",""02"",""79"",""1966"",""156"""
"T3,""3"",""00"",""69"",""1966"",""156"""
"T3,""3"",""04"",""69"",""1966"",""156"""
"T4,""4"",""01"",""79"",""1966"",""156"""
"T3,""3"",""03"",""69"",""1966"",""156"""
"T3,""3"",""02"",""69"",""1966"",""156"""
"T3,""3"",""01"",""69"",""1966"",""156"""
"T5,""5"",""02"",""99"",""1966"",""156"""
"T5,""5"",""03"",""99"",""1966"",""156"""
"T4,""4"",""03"",""79"",""1966"",""156"""
"T5,""5"",""01"",""99"",""1966"",""156"""
"T4,""4"",""02"",""79"",""1966"",""156"""
"T5,""5"",""00"",""99"",""1966"",""156"""
"T4,""4"",""01"",""79"",""1966"",""156"""
"T4,""4"",""04"",""79"",""1966"",""156"""
"T5,""5"",""04"",""99"",""1966"",""156"""
"T3,""3"",""03"",""69"",""1966"",""156"""
"T3,""3"",""00"",""69"",""1966"",""156"""
"T4,""4"",""04"",""79"",""1966"",""156"""
"T4,""4"",""01"",""79"",""1966"",""156"""
"T4,""4"",""02"",""79"",""1966"",""156"""
"T3,""3"",""01"",""69"",""1966"",""156"""
"T3,""3"",""04"",""69"",""1966"",""156"""
"T4,""4"",""03"",""79"",""1966"",""156"""
"T3,""3"",""02"",""69"",""1966"",""156"""
"T5,""5"",""00"",""99"",""1966"",""156"""
"T5,""5"",""01"",""99"",""1966"",""156"""
"T4,""4"",""04"",""79"",""1966"",""156"""
"T4,""4"",""03"",""79"",""1966"",""156"""
"T5,""5"",""04"",""99"",""1966"",""156"""
"T4,""4"",""01"",""79"",""1966"",""156"""
"T5,""5"",""03"",""99"",""1966"",""156"""
"T5,""5"",""02"",""99"",""1966"",""156"""
"T4,""4"",""02"",""79"",""1966"",""156"""
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"T4,""4"",""03"",""84"",""1967"",""153"""
"T4,""4"",""02"",""84"",""1967"",""153"""
"T4,""4"",""05"",""84"",""1967"",""153"""
"T3,""3"",""04"",""72"",""1967"",""153"""
"T3,""3"",""02"",""72"",""1967"",""153"""
"T4,""4"",""01"",""84"",""1967"",""153"""
"T3,""3"",""05"",""72"",""1967"",""153"""
"T4,""4"",""04"",""84"",""1967"",""153"""
"T3,""3"",""03"",""72"",""1967"",""153"""
"T3,""3"",""01"",""72"",""1967"",""153"""
"T4,""4"",""02"",""84"",""1967"",""153"""
"T4,""4"",""01"",""84"",""1967"",""153"""
"T5,""5"",""01"",""105"",""1967"",""153"""
"T4,""4"",""05"",""84"",""1967"",""153"""
"T4,""4"",""04"",""84"",""1967"",""153"""
"T4,""4"",""03"",""84"",""1967"",""153"""
"T5,""5"",""03"",""105"",""1967"",""153"""
"T5,""5"",""05"",""105"",""1967"",""153"""
"T5,""5"",""02"",""105"",""1967"",""153"""
"T5,""5"",""04"",""105"",""1967"",""153"""
"T4,""4"",""01"",""84"",""1967"",""153"""
"T3,""3"",""02"",""72"",""1967"",""153"""
"T3,""3"",""03"",""72"",""1967"",""153"""
"T3,""3"",""01"",""72"",""1967"",""153"""
"T4,""4"",""04"",""84"",""1967"",""153"""
"T4,""4"",""05"",""84"",""1967"",""153"""
"T4,""4"",""02"",""84"",""1967"",""153"""
"T3,""3"",""05"",""72"",""1967"",""153"""
"T3,""3"",""04"",""72"",""1967"",""153"""
"T4,""4"",""03"",""84"",""1967"",""153"""
"T3,""3"",""03"",""72"",""1967"",""153"""
"T4,""4"",""05"",""84"",""1967"",""153"""
"T3,""3"",""05"",""72"",""1967"",""153"""
"T4,""4"",""02"",""84"",""1967"",""153"""
"T4,""4"",""03"",""84"",""1967"",""153"""
"T4,""4"",""01"",""84"",""1967"",""153"""
"T3,""3"",""02"",""72"",""1967"",""153"""
"T3,""3"",""04"",""72"",""1967"",""153"""
"T3,""3"",""01"",""72"",""1967"",""153"""
"T4,""4"",""04"",""84"",""1967"",""153"""
"T4,""4"",""05"",""84"",""1967"",""153"""
"T3,""3"",""02"",""72"",""1967"",""153"""
"T4,""4"",""02"",""84"",""1967"",""153"""
"T4,""4"",""04"",""84"",""1967"",""153"""
"T4,""4"",""01"",""84"",""1967"",""153"""
"T3,""3"",""01"",""72"",""1967"",""153"""
"T3,""3"",""03"",""72"",""1967"",""153"""
"T3,""3"",""04"",""72"",""1967"",""153"""
"T4,""4"",""03"",""84"",""1967"",""153"""
"T3,""3"",""05"",""72"",""1967"",""153"""
"T4,""4"",""04"",""84"",""1967"",""153"""
"T3,""3"",""03"",""72"",""1967"",""153"""
"T4,""4"",""02"",""84"",""1967"",""153"""
"T4,""4"",""03"",""84"",""1967"",""153"""
"T3,""3"",""04"",""72"",""1967"",""153"""
"T3,""3"",""02"",""72"",""1967"",""153"""
"T4,""4"",""01"",""84"",""1967"",""153"""
"T3,""3"",""01"",""72"",""1967"",""153"""
"T3,""3"",""05"",""72"",""1967"",""153"""
"T4,""4"",""05"",""84"",""1967"",""153"""
"T3,""3"",""01"",""72"",""1967"",""153"""
"T3,""3"",""02"",""72"",""1967"",""153"""
"T3,""3"",""05"",""72"",""1967"",""153"""
"T4,""4"",""02"",""84"",""1967"",""153"""
"T4,""4"",""04"",""84"",""1967"",""153"""
"T3,""3"",""03"",""72"",""1967"",""153"""
"T3,""3"",""04"",""72"",""1967"",""153"""
"T4,""4"",""01"",""84"",""1967"",""153"""
"T4,""4"",""03"",""84"",""1967"",""153"""
"T4,""4"",""05"",""84"",""1967"",""153"""
"T3,""3"",""05"",""72"",""1967"",""153"""
"T3,""3"",""04"",""72"",""1967"",""153"""
"T4,""4"",""05"",""84"",""1967"",""153"""
"T3,""3"",""02"",""72"",""1967"",""153"""
"T4,""4"",""02"",""84"",""1967"",""153"""
"T4,""4"",""01"",""84"",""1967"",""153"""
"T4,""4"",""03"",""84"",""1967"",""153"""
"T3,""3"",""03"",""72"",""1967"",""153"""
"T3,""3"",""01"",""72"",""1967"",""153"""
"T4,""4"",""04"",""84"",""1967"",""153"""
"T3,""3"",""03"",""72"",""1967"",""153"""
"T4,""4"",""05"",""84"",""1967"",""153"""
"T4,""4"",""01"",""84"",""1967"",""153"""
"T3,""3"",""04"",""72"",""1967"",""153"""
"T3,""3"",""01"",""72"",""1967"",""153"""
"T4,""4"",""03"",""84"",""1967"",""153"""
"T4,""4"",""02"",""84"",""1967"",""153"""
"T3,""3"",""05"",""72"",""1967"",""153"""
"T3,""3"",""02"",""72"",""1967"",""153"""
"T4,""4"",""04"",""84"",""1967"",""153"""
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"GA,""0"",""00"",""0"",,"
"T3,""3"",""00"",""69"",""1969"",""156"""
"T4,""4"",""00"",""78"",""1969"",""156"""
"T5,""5"",""04"",""87"",""1969"",""156"""
"T3,""3"",""02"",""69"",""1969"",""156"""
"T5,""5"",""02"",""87"",""1969"",""156"""
"T5,""5"",""01"",""87"",""1969"",""156"""
"T3,""3"",""04"",""69"",""1969"",""156"""
"T5,""5"",""03"",""87"",""1969"",""156"""
"T3,""3"",""03"",""69"",""1969"",""156"""
"T3,""3"",""01"",""69"",""1969"",""156"""
"T3,""3"",""00"",""69"",""1969"",""156"""
"T3,""3"",""04"",""69"",""1969"",""156"""
"T5,""5"",""04"",""87"",""1969"",""156"""
"T4,""4"",""00"",""78"",""1969"",""156"""
"T5,""5"",""02"",""87"",""1969"",""156"""
"T5,""5"",""01"",""87"",""1969"",""156"""
"T5,""5"",""03"",""87"",""1969"",""156"""
"T3,""3"",""01"",""69"",""1969"",""156"""
"T3,""3"",""03"",""69"",""1969"",""156"""
"T3,""3"",""02"",""69"",""1969"",""156"""
"T3,""3"",""01"",""69"",""1969"",""156"""
"T3,""3"",""04"",""69"",""1969"",""156"""
"T5,""5"",""01"",""87"",""1969"",""156"""
